Student_ID,Student_Name,Gender,Branch,CGPA,Skills,Placement_Status,Company_Name,Package_LPA,Placement_Year
S0551,Student_551,Male,Civil,7.19,"Excel, Java, Data Analysis",Not Placed,Not selected,0,2023
S0552,Student_552,Female,Civil,6.77,"Python, Communication, Data Analysis",Placed,Cognizant,4.75,2024
S0553,Student_553,Male,IT,6.23,"Communication, C++, Java",Placed,Capgemini,7.74,2025
S0554,Student_554,Male,IT,6.21,"Python, Excel, SQL",Placed,Capgemini,8.77,2024
S0555,Student_555,Male,Civil,5.68,"Communication, SQL, Java",Not Placed,Not selected,0,2023
S0556,Student_556,Male,IT,6.58,"Data Analysis, Java, Machine Learning",Placed,Deloitte,6.98,2023
S0557,Student_557,Female,ECE,8.22,"Python, Java, Data Analysis",Placed,Cognizant,5.99,2023
S0558,Student_558,Male,Civil,9.51,"Python, Power BI, SQL",Placed,Tech Mahindra,9.09,2023
S0559,Student_559,Female,Mech,8.35,"Excel, Machine Learning, Communication",Placed,Accenture,5,2023
S0560,Student_560,Male,Mech,8.5,"Power BI, C++, Excel",Not Placed,Not selected,0,2023
S0561,Student_561,Male,CSE,6.67,"Power BI, SQL, Excel",Placed,Accenture,4.18,2023
S0562,Student_562,Male,CSE,6.08,"SQL, C++, Java",Placed,Infosys,11.97,2024
S0563,Student_563,Male,Civil,7.99,"Python, C++, SQL",Placed,Deloitte,6.22,2024
S0564,Student_564,Male,EEE,8.6,"Excel, Communication, C++",Placed,Infosys,8.17,2025
S0565,Student_565,Female,EEE,9.65,"Power BI, Java, C++",Placed,TCS,11.04,2023
S0566,Student_566,Male,CSE,8.22,"Communication, Machine Learning, Power BI",Placed,Wipro,10.86,2023
S0567,Student_567,Female,Mech,9.16,"Power BI, Communication, Data Analysis",Placed,Tech Mahindra,7.77,2023
S0568,Student_568,Female,Civil,8.07,"Python, Java, Power BI",Placed,Accenture,6.62,2025
S0569,Student_569,Female,CSE,9.07,"Machine Learning, Python, Excel",Not Placed,Not selected,0,2024
S0570,Student_570,Male,CSE,8.68,"Excel, SQL, Machine Learning",Placed,Capgemini,6.36,2024
S0571,Student_571,Male,IT,9.71,"Data Analysis, Java, Excel",Placed,Deloitte,10.65,2023
S0572,Student_572,Male,Mech,7.68,"SQL, C++, Power BI",Not Placed,Not selected,0,2025
S0573,Student_573,Male,EEE,8.9,"Python, Machine Learning, SQL",Placed,Infosys,4.17,2024
S0574,Student_574,Female,CSE,9.74,"SQL, Communication, Excel",Placed,IBM,11.59,2025
S0575,Student_575,Female,Civil,6.83,"Data Analysis, Java, Python",Not Placed,Not selected,0,2024
S0576,Student_576,Female,EEE,9.1,"Data Analysis, SQL, Machine Learning",Placed,Cognizant,3.01,2023
S0577,Student_577,Female,IT,8.62,"Excel, Data Analysis, Power BI",Not Placed,Not selected,0,2024
S0578,Student_578,Female,IT,9.27,"Python, Excel, Java",Placed,IBM,3.79,2023
S0579,Student_579,Male,ECE,9.04,"Python, Communication, Excel",Not Placed,Not selected,0,2024
S0580,Student_580,Male,CSE,5.66,"C++, SQL, Communication",Placed,TCS,3.59,2024
S0581,Student_581,Female,EEE,7.93,"Excel, Java, Data Analysis",Not Placed,Not selected,0,2023
S0582,Student_582,Female,IT,6.55,"Machine Learning, Power BI, SQL",Placed,Infosys,5.88,2024
S0583,Student_583,Male,IT,5.59,"Data Analysis, Python, Power BI",Placed,Wipro,10.66,2025
S0584,Student_584,Male,IT,8.24,"Excel, SQL, Machine Learning",Placed,IBM,10.42,2023
S0585,Student_585,Male,EEE,7.66,"C++, Excel, SQL",Placed,IBM,8.23,2025
S0586,Student_586,Female,EEE,9.69,"Excel, Python, Machine Learning",Not Placed,Not selected,0,2024
S0587,Student_587,Male,IT,8.01,"SQL, Machine Learning, Data Analysis",Placed,Capgemini,3.24,2025
S0588,Student_588,Male,Mech,9.71,"C++, Java, Python",Not Placed,Not selected,0,2023
S0589,Student_589,Female,ECE,6.26,"SQL, C++, Machine Learning",Placed,Cognizant,9.58,2024
S0590,Student_590,Female,Civil,9.61,"Java, Python, Data Analysis",Placed,TCS,5.61,2024
S0591,Student_591,Male,IT,6.54,"Java, Python, C++",Placed,Deloitte,11.66,2023
S0592,Student_592,Male,Civil,8.1,"Communication, Excel, Java",Not Placed,Not selected,0,2023
S0593,Student_593,Male,IT,5.56,"Excel, SQL, Communication",Placed,Capgemini,9.62,2025
S0594,Student_594,Male,Civil,8.03,"Data Analysis, Power BI, Java",Placed,IBM,5.5,2025
S0595,Student_595,Female,IT,6.15,"Data Analysis, Java, Power BI",Placed,Accenture,8.39,2025
S0596,Student_596,Female,EEE,8.36,"Python, Power BI, Excel",Placed,HCL,7.16,2024
S0597,Student_597,Male,Mech,8.53,"Power BI, Data Analysis, Python",Placed,HCL,7.89,2023
S0598,Student_598,Male,IT,8.9,"Python, SQL, Excel",Placed,Tech Mahindra,8.89,2023
S0599,Student_599,Female,ECE,7.9,"Python, Machine Learning, Communication",Placed,Capgemini,11.11,2025
S0600,Student_600,Female,Mech,7.06,"Communication, Data Analysis, Python",Not Placed,Not selected,0,2025
S0601,Student_601,Female,EEE,7.72,"Communication, Data Analysis, C++",Placed,Infosys,3.31,2025
S0602,Student_602,Female,EEE,8.68,"Communication, Excel, C++",Not Placed,Not selected,0,2024
S0603,Student_603,Male,IT,8.57,"Power BI, C++, Communication",Placed,TCS,4.49,2025
S0604,Student_604,Male,Civil,9.46,"C++, Java, Python",Placed,TCS,10.93,2025
S0605,Student_605,Female,ECE,5.82,"Python, Java, Power BI",Placed,Accenture,9.33,2025
S0606,Student_606,Female,Civil,7.92,"Power BI, Python, Excel",Placed,Capgemini,4.4,2023
S0607,Student_607,Female,Civil,6.47,"Python, C++, Data Analysis",Placed,Cognizant,7.03,2024
S0608,Student_608,Female,CSE,6.65,"Excel, SQL, Machine Learning",Placed,Wipro,3.15,2023
S0609,Student_609,Female,Mech,6.53,"Data Analysis, C++, Communication",Placed,Capgemini,9.18,2025
S0610,Student_610,Female,IT,9.7,"Excel, Java, Data Analysis",Placed,Tech Mahindra,11.49,2024
S0611,Student_611,Female,Mech,5.55,"Power BI, Data Analysis, Communication",Placed,Deloitte,11.51,2024
S0612,Student_612,Male,IT,8.49,"SQL, Java, Excel",Not Placed,Not selected,0,2024
S0613,Student_613,Male,Mech,8.08,"Java, Communication, Power BI",Placed,TCS,6.24,2025
S0614,Student_614,Male,ECE,7.95,"Python, Power BI, SQL",Placed,Tech Mahindra,5.07,2025
S0615,Student_615,Female,ECE,9.5,"Python, SQL, Machine Learning",Not Placed,Not selected,0,2025
S0616,Student_616,Male,Civil,7.3,"Data Analysis, SQL, Power BI",Placed,Infosys,3.51,2025
S0617,Student_617,Female,CSE,7.32,"Data Analysis, Communication, Machine Learning",Placed,Accenture,9.49,2025
S0618,Student_618,Male,IT,5.99,"Power BI, Java, Machine Learning",Not Placed,Not selected,0,2024
S0619,Student_619,Female,Mech,6.53,"Power BI, Java, Excel",Placed,HCL,11.68,2024
S0620,Student_620,Male,Civil,5.75,"Communication, C++, Data Analysis",Not Placed,Not selected,0,2024
S0621,Student_621,Female,Civil,6.32,"C++, Java, Excel",Placed,Tech Mahindra,4.91,2024
S0622,Student_622,Male,EEE,8.39,"Machine Learning, Excel, Data Analysis",Placed,Wipro,4.96,2025
S0623,Student_623,Female,Civil,8.28,"Data Analysis, Communication, Machine Learning",Not Placed,Not selected,0,2025
S0624,Student_624,Male,EEE,9.43,"Data Analysis, Excel, Java",Placed,Accenture,3.7,2025
S0625,Student_625,Male,CSE,8.58,"Python, Communication, C++",Not Placed,Not selected,0,2024
S0626,Student_626,Male,CSE,6.12,"Python, Machine Learning, SQL",Placed,Capgemini,3.33,2023
S0627,Student_627,Female,IT,8.8,"C++, Power BI, Python",Not Placed,Not selected,0,2023
S0628,Student_628,Male,EEE,6.26,"SQL, Python, C++",Not Placed,Not selected,0,2025
S0629,Student_629,Male,IT,8.22,"C++, Python, Excel",Not Placed,Not selected,0,2024
S0630,Student_630,Female,CSE,8.63,"Power BI, Communication, C++",Not Placed,Not selected,0,2025
S0631,Student_631,Female,ECE,7.99,"SQL, C++, Machine Learning",Placed,HCL,3.06,2025
S0632,Student_632,Female,ECE,9.66,"C++, Data Analysis, Machine Learning",Placed,IBM,5.96,2025
S0633,Student_633,Male,CSE,7.07,"Machine Learning, SQL, Java",Placed,HCL,11.66,2023
S0634,Student_634,Male,EEE,5.57,"Power BI, Communication, Python",Placed,Capgemini,5.56,2025
S0635,Student_635,Male,IT,9.25,"Excel, Python, SQL",Placed,Infosys,9.58,2024
S0636,Student_636,Female,Civil,8.7,"Machine Learning, C++, Data Analysis",Not Placed,Not selected,0,2024
S0637,Student_637,Female,IT,8.42,"C++, Data Analysis, Communication",Placed,Wipro,10.59,2024
S0638,Student_638,Female,Mech,7.62,"SQL, Data Analysis, Communication",Placed,Capgemini,5,2025
S0639,Student_639,Female,EEE,5.71,"Communication, Python, Data Analysis",Placed,Accenture,4.03,2024
S0640,Student_640,Female,EEE,5.91,"C++, Power BI, Machine Learning",Not Placed,Not selected,0,2024
S0641,Student_641,Female,EEE,9.09,"Communication, Excel, SQL",Placed,Capgemini,8.49,2025
S0642,Student_642,Female,Mech,7.14,"SQL, Python, Power BI",Not Placed,Not selected,0,2024
S0643,Student_643,Male,EEE,6.89,"Java, Communication, Machine Learning",Not Placed,Not selected,0,2023
S0644,Student_644,Male,IT,6.21,"Data Analysis, SQL, Java",Placed,Cognizant,6.69,2023
S0645,Student_645,Female,EEE,7.85,"Excel, SQL, Machine Learning",Placed,Infosys,4.7,2024
S0646,Student_646,Male,Mech,9.45,"Excel, Power BI, C++",Placed,IBM,10.79,2025
S0647,Student_647,Female,IT,6.47,"Machine Learning, Communication, SQL",Placed,Accenture,4.03,2023
S0648,Student_648,Male,ECE,9.11,"Java, SQL, Data Analysis",Placed,TCS,8.55,2024
S0649,Student_649,Female,Civil,7.45,"C++, SQL, Excel",Placed,HCL,4.4,2025
S0650,Student_650,Male,IT,9.13,"Python, Power BI, SQL",Not Placed,Not selected,0,2025
S0651,Student_651,Female,ECE,6.81,"Excel, Data Analysis, Machine Learning",Not Placed,Not selected,0,2025
S0652,Student_652,Male,Mech,8.93,"Python, Communication, Data Analysis",Placed,Wipro,9.52,2025
S0653,Student_653,Female,ECE,7.55,"Data Analysis, Communication, Excel",Not Placed,Not selected,0,2025
S0654,Student_654,Female,IT,6.7,"Data Analysis, Python, Communication",Placed,IBM,5.83,2025
S0655,Student_655,Female,ECE,6.66,"Data Analysis, Excel, Machine Learning",Not Placed,Not selected,0,2024
S0656,Student_656,Female,Mech,6.64,"Power BI, C++, Communication",Not Placed,Not selected,0,2025
S0657,Student_657,Male,Civil,6.51,"SQL, Power BI, C++",Not Placed,Not selected,0,2025
S0658,Student_658,Female,CSE,6.52,"Java, Data Analysis, Machine Learning",Placed,Deloitte,7.34,2023
S0659,Student_659,Female,IT,9.78,"C++, Communication, SQL",Placed,Capgemini,9.89,2023
S0660,Student_660,Male,IT,5.86,"Power BI, Communication, SQL",Placed,HCL,10.44,2025
S0661,Student_661,Female,ECE,9.74,"Machine Learning, Excel, C++",Placed,HCL,8.07,2024
S0662,Student_662,Female,Mech,8.12,"Power BI, Machine Learning, C++",Placed,Cognizant,10.77,2024
S0663,Student_663,Female,IT,8.7,"Java, Power BI, C++",Placed,Deloitte,7.34,2025
S0664,Student_664,Male,IT,6.06,"SQL, Machine Learning, Communication",Not Placed,Not selected,0,2024
S0665,Student_665,Female,Mech,6.36,"Java, SQL, Python",Not Placed,Not selected,0,2023
S0666,Student_666,Female,Mech,5.9,"C++, Data Analysis, Power BI",Placed,HCL,4.43,2025
S0667,Student_667,Female,ECE,9.42,"Python, Machine Learning, C++",Placed,IBM,3.07,2024
S0668,Student_668,Male,EEE,7.6,"Java, SQL, Power BI",Placed,Accenture,4.03,2024
S0669,Student_669,Male,EEE,6.08,"Data Analysis, Power BI, Excel",Placed,IBM,4.29,2023
S0670,Student_670,Female,Mech,7.68,"Machine Learning, C++, Communication",Placed,Cognizant,8.88,2024
S0671,Student_671,Female,EEE,8.3,"Excel, Java, Data Analysis",Placed,IBM,9.39,2024
S0672,Student_672,Female,EEE,8.72,"Excel, Power BI, Communication",Placed,Tech Mahindra,9.37,2023
S0673,Student_673,Female,Mech,5.77,"C++, Java, SQL",Placed,Tech Mahindra,4.87,2025
S0674,Student_674,Male,IT,6.73,"Power BI, C++, Java",Placed,TCS,9.94,2025
S0675,Student_675,Female,Civil,8.36,"Python, Java, Excel",Placed,IBM,10.63,2023
S0676,Student_676,Male,IT,9.31,"Java, C++, Python",Placed,IBM,3.12,2024
S0677,Student_677,Female,EEE,7.48,"Java, Communication, C++",Placed,HCL,11.38,2024
S0678,Student_678,Male,CSE,8.99,"C++, Data Analysis, Python",Not Placed,Not selected,0,2025
S0679,Student_679,Female,Mech,6.25,"Communication, Excel, Java",Placed,Deloitte,5.95,2023
S0680,Student_680,Female,EEE,7.51,"Excel, Data Analysis, Machine Learning",Placed,IBM,4.09,2024
S0681,Student_681,Male,Mech,7.78,"Python, SQL, Communication",Placed,Infosys,4.72,2023
S0682,Student_682,Male,Civil,6.17,"Java, Power BI, C++",Placed,Accenture,6.98,2024
S0683,Student_683,Female,IT,9.47,"C++, Power BI, Communication",Placed,IBM,9.84,2024
S0684,Student_684,Male,CSE,6.5,"Machine Learning, Communication, Power BI",Placed,Cognizant,9.75,2025
S0685,Student_685,Female,EEE,7.69,"Communication, Python, SQL",Placed,Cognizant,11.09,2023
S0686,Student_686,Male,Civil,7.6,"Communication, Data Analysis, Java",Placed,Capgemini,7.78,2025
S0687,Student_687,Male,CSE,8.2,"Python, Excel, SQL",Placed,Accenture,11.18,2024
S0688,Student_688,Male,IT,6.45,"Data Analysis, C++, Excel",Placed,Wipro,4.43,2023
S0689,Student_689,Female,ECE,9.07,"Excel, Communication, Data Analysis",Placed,TCS,6.56,2023
S0690,Student_690,Female,EEE,8.35,"Java, Excel, SQL",Placed,Capgemini,9.66,2023
S0691,Student_691,Male,ECE,8.33,"Data Analysis, Python, Machine Learning",Placed,Capgemini,7.7,2023
S0692,Student_692,Female,IT,5.57,"Python, Machine Learning, Power BI",Not Placed,Not selected,0,2025
S0693,Student_693,Male,Civil,6.58,"Excel, Java, Power BI",Placed,Cognizant,7.21,2024
S0694,Student_694,Female,CSE,6.49,"Data Analysis, Java, Excel",Not Placed,Not selected,0,2023
S0695,Student_695,Female,EEE,6.23,"Communication, C++, Data Analysis",Placed,Deloitte,10.6,2023
S0696,Student_696,Female,Mech,5.62,"Python, Communication, C++",Not Placed,Not selected,0,2024
S0697,Student_697,Male,IT,8.68,"Communication, Machine Learning, Data Analysis",Not Placed,Not selected,0,2024
S0698,Student_698,Male,Mech,8.26,"Python, SQL, Excel",Placed,HCL,8.65,2025
S0699,Student_699,Male,Mech,9.33,"Data Analysis, SQL, Java",Not Placed,Not selected,0,2023
S0700,Student_700,Male,IT,7.33,"Data Analysis, Communication, Machine Learning",Placed,Wipro,8.23,2024
S0701,Student_701,Male,Mech,5.6,"Data Analysis, Power BI, SQL",Placed,Accenture,10.89,2024
S0702,Student_702,Male,Mech,6.45,"Java, C++, Excel",Placed,TCS,6.83,2025
S0703,Student_703,Male,ECE,7.31,"SQL, Communication, Machine Learning",Placed,Wipro,10.06,2023
S0704,Student_704,Male,EEE,9.64,"Power BI, Java, C++",Not Placed,Not selected,0,2023
S0705,Student_705,Female,ECE,6.5,"Python, Power BI, Java",Not Placed,Not selected,0,2024
S0706,Student_706,Female,ECE,8,"C++, Communication, Java",Placed,Capgemini,7.69,2025
S0707,Student_707,Female,IT,5.53,"Java, Excel, Machine Learning",Placed,Capgemini,9.98,2023
S0708,Student_708,Female,Mech,7.58,"Java, SQL, Power BI",Placed,Cognizant,10.93,2025
S0709,Student_709,Male,IT,7.51,"Data Analysis, Excel, Machine Learning",Placed,Tech Mahindra,7.23,2025
S0710,Student_710,Male,Civil,6.35,"C++, Machine Learning, Excel",Placed,Tech Mahindra,3.53,2023
S0711,Student_711,Male,CSE,7.9,"SQL, Excel, Communication",Placed,Wipro,3.35,2024
S0712,Student_712,Female,Mech,7.29,"SQL, Java, Python",Placed,Cognizant,8.62,2024
S0713,Student_713,Female,IT,6.19,"Machine Learning, Power BI, Python",Placed,Deloitte,10.67,2024
S0714,Student_714,Male,Mech,9.52,"Communication, Machine Learning, SQL",Not Placed,Not selected,0,2023
S0715,Student_715,Male,IT,9.37,"Data Analysis, Python, Machine Learning",Placed,TCS,3.08,2025
S0716,Student_716,Female,Mech,9.58,"Excel, C++, Power BI",Placed,Cognizant,6.79,2025
S0717,Student_717,Male,CSE,6.39,"Communication, Power BI, Excel",Not Placed,Not selected,0,2025
S0718,Student_718,Male,EEE,9.62,"Java, Machine Learning, Power BI",Not Placed,Not selected,0,2025
S0719,Student_719,Male,Civil,8.42,"Excel, Machine Learning, C++",Placed,Tech Mahindra,7.67,2024
S0720,Student_720,Female,EEE,8.17,"Excel, Data Analysis, Communication",Not Placed,Not selected,0,2024
S0721,Student_721,Female,IT,8.17,"Python, C++, Java",Placed,Capgemini,3.23,2023
S0722,Student_722,Male,Mech,9.22,"Data Analysis, C++, Power BI",Placed,Infosys,5.57,2023
S0723,Student_723,Male,ECE,7.38,"Java, Excel, SQL",Not Placed,Not selected,0,2023
S0724,Student_724,Male,CSE,8.71,"Machine Learning, Data Analysis, Power BI",Placed,Tech Mahindra,10.63,2023
S0725,Student_725,Male,Civil,6.09,"Machine Learning, Communication, Java",Placed,Cognizant,3.93,2023
S0726,Student_726,Male,EEE,7,"Communication, SQL, Python",Placed,Capgemini,3.48,2023
S0727,Student_727,Male,CSE,8.96,"Power BI, C++, Machine Learning",Not Placed,Not selected,0,2025
S0728,Student_728,Male,EEE,9.1,"C++, Machine Learning, Java",Placed,Wipro,11.04,2024
S0729,Student_729,Male,CSE,6.83,"Data Analysis, Communication, Machine Learning",Not Placed,Not selected,0,2024
S0730,Student_730,Male,Mech,8.68,"Data Analysis, Excel, Java",Placed,Infosys,3.17,2024
S0731,Student_731,Female,Mech,5.99,"Power BI, Data Analysis, C++",Not Placed,Not selected,0,2024
S0732,Student_732,Male,EEE,9.14,"Communication, C++, Machine Learning",Not Placed,Not selected,0,2024
S0733,Student_733,Male,CSE,5.79,"Python, Data Analysis, Java",Not Placed,Not selected,0,2024
S0734,Student_734,Male,IT,7.12,"Machine Learning, Communication, Excel",Placed,HCL,3.2,2025
S0735,Student_735,Male,ECE,6.8,"Power BI, Data Analysis, Machine Learning",Placed,Capgemini,10.14,2023
S0736,Student_736,Female,Mech,9.51,"Python, C++, SQL",Placed,Accenture,4.15,2023
S0737,Student_737,Female,IT,9.66,"Machine Learning, Communication, Data Analysis",Not Placed,Not selected,0,2024
S0738,Student_738,Female,IT,7.73,"Java, Communication, Python",Not Placed,Not selected,0,2023
S0739,Student_739,Male,EEE,7.98,"Excel, Machine Learning, SQL",Placed,HCL,10.12,2023
S0740,Student_740,Female,ECE,9.41,"SQL, Communication, C++",Not Placed,Not selected,0,2024
S0741,Student_741,Male,ECE,7.79,"Communication, Excel, Data Analysis",Placed,IBM,9.64,2023
S0742,Student_742,Female,CSE,5.72,"Data Analysis, Machine Learning, Power BI",Placed,IBM,11.51,2023
S0743,Student_743,Female,EEE,7.64,"Excel, C++, Data Analysis",Placed,TCS,11.14,2025
S0744,Student_744,Female,Civil,5.84,"Machine Learning, Excel, Data Analysis",Placed,Cognizant,5.55,2024
S0745,Student_745,Male,Mech,7.43,"Java, Python, Communication",Placed,HCL,3.06,2023
S0746,Student_746,Female,Civil,7.11,"Communication, Python, Excel",Not Placed,Not selected,0,2025
S0747,Student_747,Female,Mech,9.24,"C++, Machine Learning, Excel",Not Placed,Not selected,0,2025
S0748,Student_748,Female,CSE,9.76,"C++, Python, SQL",Placed,IBM,9.23,2023
S0749,Student_749,Male,IT,6.19,"Power BI, C++, SQL",Placed,Wipro,5.92,2023
S0750,Student_750,Female,EEE,7.88,"Java, Machine Learning, SQL",Placed,Wipro,4.84,2023
S0751,Student_751,Female,ECE,6.69,"Java, Communication, SQL",Placed,Infosys,8.46,2023
S0752,Student_752,Female,CSE,9.35,"SQL, Power BI, Data Analysis",Placed,Tech Mahindra,8.2,2024
S0753,Student_753,Male,CSE,8.02,"Data Analysis, Communication, SQL",Placed,Accenture,10.37,2024
S0754,Student_754,Female,CSE,8.14,"C++, Machine Learning, Data Analysis",Placed,Tech Mahindra,4.88,2023
S0755,Student_755,Female,EEE,9.33,"Communication, Data Analysis, Power BI",Not Placed,Not selected,0,2024
S0756,Student_756,Male,ECE,5.65,"Java, Data Analysis, C++",Placed,HCL,8.67,2025
S0757,Student_757,Male,Mech,9.57,"Communication, Python, Power BI",Placed,HCL,7.69,2023
S0758,Student_758,Female,ECE,7.22,"Python, Machine Learning, Excel",Placed,HCL,6.4,2023
S0759,Student_759,Male,ECE,7.55,"Excel, Python, Communication",Placed,Deloitte,7.82,2025
S0760,Student_760,Female,Civil,8.58,"Communication, Java, C++",Placed,IBM,7.93,2025
S0761,Student_761,Male,CSE,8.16,"Communication, Python, SQL",Not Placed,Not selected,0,2024
S0762,Student_762,Male,EEE,6.11,"Python, SQL, Power BI",Not Placed,Not selected,0,2025
S0763,Student_763,Male,CSE,8.62,"Java, Communication, Machine Learning",Placed,TCS,3.86,2024
S0764,Student_764,Female,ECE,6.03,"Java, Machine Learning, Data Analysis",Placed,TCS,3.3,2025
S0765,Student_765,Female,Mech,6.15,"Machine Learning, Excel, Python",Not Placed,Not selected,0,2024
S0766,Student_766,Female,ECE,5.77,"Python, SQL, Machine Learning",Placed,Accenture,7.93,2023
S0767,Student_767,Female,Mech,7.92,"SQL, Java, Data Analysis",Not Placed,Not selected,0,2025
S0768,Student_768,Male,Civil,8.18,"Python, Java, Excel",Not Placed,Not selected,0,2025
S0769,Student_769,Male,Mech,5.87,"Data Analysis, SQL, C++",Placed,Infosys,6.87,2024
S0770,Student_770,Male,EEE,5.81,"C++, Excel, SQL",Placed,Deloitte,3.37,2024
S0771,Student_771,Male,Mech,7.25,"C++, Machine Learning, Excel",Not Placed,Not selected,0,2023
S0772,Student_772,Female,EEE,5.92,"Excel, Communication, C++",Placed,Capgemini,6.23,2025
S0773,Student_773,Male,IT,6.3,"Communication, Java, Power BI",Placed,Deloitte,3.1,2023
S0774,Student_774,Male,Civil,6.12,"Excel, Machine Learning, Java",Placed,Deloitte,7.19,2025
S0775,Student_775,Male,Civil,6.14,"Communication, Power BI, Java",Placed,Cognizant,7.75,2023
S0776,Student_776,Male,EEE,7.25,"Machine Learning, Excel, Data Analysis",Placed,Capgemini,6.6,2024
S0777,Student_777,Male,CSE,7.51,"SQL, Python, Data Analysis",Not Placed,Not selected,0,2024
S0778,Student_778,Female,Civil,7.72,"Machine Learning, Communication, Data Analysis",Placed,TCS,11.98,2025
S0779,Student_779,Female,Mech,8.79,"Machine Learning, SQL, Power BI",Not Placed,Not selected,0,2025
S0780,Student_780,Female,Mech,8.21,"Python, Power BI, Communication",Not Placed,Not selected,0,2023
S0781,Student_781,Female,Civil,8.33,"Machine Learning, C++, Communication",Placed,Cognizant,10.53,2024
S0782,Student_782,Male,EEE,8.54,"Python, Machine Learning, Excel",Placed,Infosys,11.46,2024
S0783,Student_783,Male,Civil,6.98,"Python, Machine Learning, Java",Placed,Wipro,8.99,2023
S0784,Student_784,Male,IT,7.92,"Data Analysis, Java, C++",Not Placed,Not selected,0,2024
S0785,Student_785,Male,ECE,7.82,"Excel, Power BI, Data Analysis",Not Placed,Not selected,0,2024
S0786,Student_786,Male,EEE,9.73,"Machine Learning, Excel, Power BI",Not Placed,Not selected,0,2025
S0787,Student_787,Male,IT,7.63,"Machine Learning, SQL, Power BI",Placed,Accenture,10.76,2025
S0788,Student_788,Female,CSE,6.92,"Machine Learning, Python, Power BI",Not Placed,Not selected,0,2025
S0789,Student_789,Male,Civil,9.75,"Power BI, SQL, Python",Not Placed,Not selected,0,2024
S0790,Student_790,Male,Mech,5.51,"SQL, Data Analysis, Python",Placed,HCL,9.13,2024
S0791,Student_791,Female,Civil,6.69,"Data Analysis, C++, Communication",Not Placed,Not selected,0,2025
S0792,Student_792,Female,CSE,9.55,"Data Analysis, Communication, Python",Not Placed,Not selected,0,2023
S0793,Student_793,Male,IT,6.37,"Power BI, Communication, Data Analysis",Not Placed,Not selected,0,2025
S0794,Student_794,Female,Mech,6.98,"SQL, C++, Java",Placed,Deloitte,3.81,2024
S0795,Student_795,Female,Civil,6.33,"Java, Python, Machine Learning",Placed,Wipro,3.43,2023
S0796,Student_796,Male,Civil,7.17,"Power BI, Machine Learning, Excel",Placed,Cognizant,8.7,2024
S0797,Student_797,Female,EEE,6.41,"Python, Data Analysis, SQL",Placed,HCL,11.39,2023
S0798,Student_798,Male,CSE,8.38,"Excel, Power BI, C++",Placed,Capgemini,9.22,2025
S0799,Student_799,Male,CSE,9.13,"C++, Power BI, Data Analysis",Placed,HCL,3.1,2023
S0800,Student_800,Male,EEE,9.73,"Communication, Excel, Python",Not Placed,Not selected,0,2024
S0801,Student_801,Male,EEE,6.81,"Machine Learning, Java, Data Analysis",Placed,IBM,3.48,2024
S0802,Student_802,Male,Mech,6.24,"Excel, SQL, Python",Not Placed,Not selected,0,2025
S0803,Student_803,Female,EEE,7.65,"Communication, Data Analysis, Excel",Not Placed,Not selected,0,2025
S0804,Student_804,Female,CSE,6.98,"SQL, Communication, Machine Learning",Placed,Capgemini,3.37,2025
S0805,Student_805,Female,ECE,7.54,"Power BI, Machine Learning, Python",Placed,Cognizant,11.23,2024
S0806,Student_806,Male,IT,8.89,"Communication, C++, Java",Placed,IBM,10.63,2025
S0807,Student_807,Male,IT,6.81,"Power BI, Excel, Machine Learning",Placed,Wipro,8.65,2023
S0808,Student_808,Female,Civil,9.34,"Data Analysis, Python, Java",Placed,Cognizant,7.11,2024
S0809,Student_809,Male,EEE,7.02,"Machine Learning, Excel, C++",Placed,Infosys,11.87,2025
S0810,Student_810,Female,IT,7.26,"Power BI, Data Analysis, Communication",Placed,Infosys,6.9,2023
S0811,Student_811,Female,IT,7.19,"Java, Power BI, Communication",Not Placed,Not selected,0,2025
S0812,Student_812,Male,Mech,9.06,"SQL, C++, Excel",Placed,Wipro,11.38,2023
S0813,Student_813,Male,Civil,9.16,"Machine Learning, C++, Data Analysis",Placed,Capgemini,4.58,2025
S0814,Student_814,Male,Mech,5.99,"C++, Python, Excel",Placed,Tech Mahindra,3.43,2024
S0815,Student_815,Male,Civil,5.98,"Excel, Power BI, Python",Placed,Infosys,10.51,2023
S0816,Student_816,Male,IT,7.72,"C++, Java, SQL",Placed,HCL,6.17,2023
S0817,Student_817,Male,Civil,8.71,"SQL, Machine Learning, Power BI",Placed,Infosys,6.46,2024
S0818,Student_818,Female,CSE,8.32,"Machine Learning, Python, SQL",Placed,Infosys,4.74,2023
S0819,Student_819,Female,EEE,5.85,"Machine Learning, Python, SQL",Placed,Capgemini,8.82,2023
S0820,Student_820,Male,CSE,9.75,"C++, SQL, Excel",Placed,Accenture,8.36,2024
S0821,Student_821,Male,EEE,9.11,"Excel, Data Analysis, Communication",Placed,HCL,10.93,2023
S0822,Student_822,Male,IT,7.64,"Power BI, Python, Excel",Placed,Infosys,10.86,2025
S0823,Student_823,Female,EEE,6.02,"SQL, Machine Learning, Python",Placed,TCS,3.26,2024
S0824,Student_824,Female,Mech,5.67,"C++, Data Analysis, Machine Learning",Placed,Tech Mahindra,10.77,2023
S0825,Student_825,Male,Civil,6.61,"Data Analysis, Communication, Python",Placed,TCS,5.88,2024
S0826,Student_826,Male,Mech,5.71,"Machine Learning, C++, Java",Not Placed,Not selected,0,2025
